,City,Temperature,Humidity,Cloudiness,Wind Speed,Lat,Lng
451,Terney,71.78,59,40,7.76,45.0503,136.6092
452,Leningradskiy,33.71,92,70,2.33,69.3833,178.4167
453,Sitka,53.49,76,75,4.61,57.0531,-135.33
454,Ust-Tsilma,82.54,21,39,5.23,65.441,52.1498
455,Shonguy,77.07,29,0,13.42,68.7526,33.146
456,Comodoro Rivadavia,57.06,58,0,16.11,-45.8667,-67.5
457,Isangel,73.54,83,100,13.76,-19.55,169.2667
458,Guilin,91.51,66,93,2.26,25.2819,110.2864
459,Anloga,77.22,76,95,5.53,5.7947,0.8973
460,Phan Thiet,87.01,56,100,19.6,10.9333,108.1
461,Tangshan,91.22,32,100,14.0,39.6333,118.1833
462,Quatre Cocos,78.1,67,100,18.12,-20.2078,57.7625
463,Paengaroa,57.6,98,100,0.96,-37.8167,176.4167
464,Luga,60.78,85,100,3.06,58.7372,29.8453
465,Guayaramerín,66.18,91,89,4.5,-10.8368,-65.3614
466,Bilbao,66.15,77,90,1.14,43.2627,-2.9253
467,Karratha,78.4,50,64,10.02,-20.7377,116.8463
468,Lubao,84.02,65,99,7.0,14.9167,120.55
469,Shimoda,77.88,75,91,8.97,34.6667,138.95
470,Porto-Novo,76.82,70,100,1.83,6.4965,2.6036
471,Maniitsoq,37.85,81,12,6.49,65.4167,-52.9
472,Adrar,92.37,18,3,13.24,20.5022,-10.0711
473,Santana do Acaraú,72.7,92,59,1.28,-3.4606,-40.2122
474,Contamana,70.23,100,86,2.46,-7.3333,-75.0167
475,Misratah,74.43,62,0,7.14,32.3754,15.0925
476,Ostrovnoy,72.28,37,53,18.88,68.0531,39.5131
477,Erzincan Province,72.39,43,62,2.48,39.75,39.5
478,Genhe,81.1,23,100,1.66,50.7833,121.5167
479,Hokitika,55.74,89,100,3.65,-42.7167,170.9667
480,Balkhash,75.81,17,20,11.18,46.844,74.9804
481,Kaiyuan,82.2,59,59,4.18,23.6977,103.3037
482,Itarema,74.21,92,32,6.15,-2.9248,-39.9167
483,Pokhara,76.62,77,99,1.03,28.2333,83.9833
484,Mitsamiouli,79.59,62,1,5.28,-11.3847,43.2844
485,Buenos Aires,53.24,64,0,8.05,-34.6132,-58.3772
486,Nesna,52.57,77,100,13.76,66.1967,13.0213
487,Qinhuangdao,74.25,67,100,7.67,39.9317,119.5883
488,Sechura,66.79,80,14,10.29,-5.5569,-80.8222
489,Nacala,76.32,64,20,11.5,-14.5428,40.6728
490,Farafangana,73.04,78,51,3.0,-22.8167,47.8333
491,Leshukonskoye,79.84,23,26,7.72,64.8989,45.7622
492,Keti Bandar,89.67,64,68,21.0,24.1447,67.4497
493,Ust'-Ilimsk,66.97,23,6,4.29,58.0006,102.6619
494,Ondjiva,60.84,44,0,11.5,-17.0667,15.7333
495,Santa Cruz,64.85,65,0,2.51,30.4202,-9.5982
496,Dekernes,76.89,35,6,11.54,31.0876,31.595
497,Nālūt,79.23,34,1,8.7,30.3333,10.85
498,Tynda,74.34,34,100,1.7,55.1667,124.7167
499,Lavrentiya,36.45,99,100,7.81,65.5833,-171.0
500,Daru,79.36,90,25,10.83,-9.0763,143.2092
501,Nouadhibou,67.98,88,0,4.61,20.931,-17.0347
502,Grand Gaube,78.39,63,100,11.99,-20.0064,57.6608
503,Dzhebariki-Khaya,63.07,59,76,7.54,62.2167,135.8
504,La Reforma,81.73,80,2,5.3,25.0833,-108.05
505,Thunder Bay,55.38,100,90,5.75,48.4001,-89.3168
506,Sai Buri,89.31,68,100,3.24,6.7013,101.6168
507,Banda Aceh,86.74,64,49,15.57,5.5577,95.3222
508,Gazli,98.26,12,0,12.8,40.1333,63.45
509,General Roca,59.4,58,100,10.45,-39.0333,-67.5833
510,West Wendover,60.01,17,1,5.75,40.7391,-114.0733
511,Deer Lake,42.66,87,90,5.75,49.1667,-57.4316
512,Moerai,73.83,66,22,8.16,-22.4333,-151.3333
513,Esim,81.54,79,100,5.03,4.8699,-2.2405
514,Hayden,51.15,82,20,6.91,47.766,-116.7866
515,Moose Factory,30.18,100,1,4.61,51.2585,-80.6094
516,Manicoré,71.96,91,20,2.08,-5.8092,-61.3003
517,Banjar,85.86,68,29,0.54,-8.19,114.9675
518,Bonfim,72.46,92,88,2.62,3.0833,-59.95
519,Abhā,82.65,10,59,11.5,18.2164,42.5053
520,Atasū,69.08,25,4,13.53,48.6814,71.6433
521,Umm Kaddadah,97.7,23,26,8.3,13.6017,26.6876
522,Strezhevoy,64.38,66,100,9.46,60.7333,77.5889
523,Prince Rupert,52.2,79,90,2.3,54.3161,-130.3201
524,Yuci,82.15,44,40,13.42,37.6803,112.7319
525,Lensk,66.72,22,100,7.7,60.7253,114.9278
526,Río Gallegos,39.25,87,0,8.05,-51.6226,-69.2181
527,Pedernales,78.8,73,86,3.27,18.0384,-71.744
528,Tilichiki,47.95,75,100,3.85,60.4667,166.1
529,Yar-Sale,61.18,61,100,15.21,66.8333,70.8333
530,Gatton,59.02,64,1,4.16,-27.55,152.2833
